resultID,studyName,riskFactorName,fatality,fatalityLowerBound,fatalityUpperBound,fatalitypValue,fatalitySignificance,fatalityAdjusted,fatalityCalculated
cdceac60b5f1,"Smoking Prevalence is Low in Symptomatic Patients Admitted for COVID-19.","Smoking Status","OR 0.63",1.87,0.78,,"Not Significant","Not Adjusted",Calculated
f43e512db87f,"Smoking Prevalence is Low in Symptomatic Patients Admitted for COVID-19.","Male gender","OR 1.29",2.98,0.0,,Significant,"Not Adjusted",Calculated
40dc0933b1cc,"Supplementing the National Early Warning Score (NEWS2) for anticipating early deterioration among patients with COVID-19 infection","Male gender",,,,,,,
528fe4d5ef46,"Supplementing the National Early Warning Score (NEWS2) for anticipating early deterioration among patients with COVID-19 infection",Hypertension,,,,,,,
533b91d34759,"Supplementing the National Early Warning Score (NEWS2) for anticipating early deterioration among patients with COVID-19 infection","Chronic kidney disease",,,,,,,
88f1a0ade2a6,"Supplementing the National Early Warning Score (NEWS2) for anticipating early deterioration among patients with COVID-19 infection","Heart Failure",,,,,,,
a925048fe898,"Supplementing the National Early Warning Score (NEWS2) for anticipating early deterioration among patients with COVID-19 infection",COPD,,,,,,,
b1a0ece9ad89,"Supplementing the National Early Warning Score (NEWS2) for anticipating early deterioration among patients with COVID-19 infection",Diabetes,,,,,,,
bc42092353eb,"Supplementing the National Early Warning Score (NEWS2) for anticipating early deterioration among patients with COVID-19 infection",Asthma,,,,,,,
78f9c7eb96ba,"Suppressed T cell-mediated immunity in patients with COVID-19: a clinical retrospective study in Wuhan, China First Authors","Male gender","OR 1.52",0.66,3.52,0.33,"Not Significant","Not Adjusted",Calculated
824cbd9a2fe1,"Suppressed T cell-mediated immunity in patients with COVID-19: a clinical retrospective study in Wuhan, China First Authors","Cardio- and cerebrovascular disease","OR 4.54",1.49,13.87,0.01,Significant,"Not Adjusted",Calculated
7da3a6fc4f5a,"Suspected myocardial injury in patients with COVID-19: Evidence from front-line clinical observation in Wuhan, China","Overweight or obese",,,,,,,
f50b9c6720a2,"Symptoms and Critical Illness Among Obstetric Patients With Coronavirus Disease 2019 (COVID-19) Infection.",Asthma,,,,,,,
1367fa557629,"Systematic investigations of COVID-19 in 283 cancer patients",Cancer,,,,,,,
5647d57700f4,"Systematic investigations of COVID-19 in 283 cancer patients","Smoking Status",,,,,,,
962893eec2ce,"Systematic investigations of COVID-19 in 283 cancer patients","Cerebrovascular disease",,,,,,,
a56eb76bde66,"Systematic investigations of COVID-19 in 283 cancer patients","Chronic kidney disease",,,,,,,
c29c52ae361f,"Systematic investigations of COVID-19 in 283 cancer patients",Hypertension,,,,,,,
d0ccb49378c2,"Systematic investigations of COVID-19 in 283 cancer patients",Diabetes,,,,,,,
d4dc34703a58,"Systematic investigations of COVID-19 in 283 cancer patients","Chronic liver disease",,,,,,,
d93e23ff0633,"Systematic investigations of COVID-19 in 283 cancer patients",COPD,,,,,,,
eab1974824d7,"Systematic investigations of COVID-19 in 283 cancer patients","Heart Disease",,,,,,,
19f02814d552,"Systematic review and meta-analysis of predictive symptoms and comorbidities for severe COVID-19 infection",COPD,,,,,,,
5187bbd8e701,"Systematic review and meta-analysis of predictive symptoms and comorbidities for severe COVID-19 infection",COPD,,,,,,,
006aca1f149d,"The Association Between Biomarkers and Clinical Outcomes in Novel Coronavirus (COVID-19) Pneumonia in a U.S. Cohort","Chronic kidney disease","OR: 2.3",1.4,4.0,,Significant,"Not Adjusted",Extracted
145f70cfc986,"The Association Between Biomarkers and Clinical Outcomes in Novel Coronavirus (COVID-19) Pneumonia in a U.S. Cohort","Heart Disease","OR: 4.5",2.5,8.0,,Significant,"Not Adjusted",Extracted
86a857316a01,"The Association Between Biomarkers and Clinical Outcomes in Novel Coronavirus (COVID-19) Pneumonia in a U.S. Cohort",Hypertension,"OR: 2.8",1.4,5.5,,Significant,"Not Adjusted",Extracted
a4745da0270f,"The Association Between Biomarkers and Clinical Outcomes in Novel Coronavirus (COVID-19) Pneumonia in a U.S. Cohort","Heart Disease","OR: 3.6",2.0,6.3,,Significant,"Not Adjusted",Extracted
eb567b10ed0d,"The Association Between Biomarkers and Clinical Outcomes in Novel Coronavirus (COVID-19) Pneumonia in a U.S. Cohort","Male gender","OR: 1.4",1.0,2.2,,"Not Significant","Not Adjusted",Extracted
242dfd4cdbfd,"The association of cardiovascular disease and other pre-existing comorbidities with COVID-19 mortality: A systematic review and meta-analysis","Chronic liver disease","RR 1.57",0.7,3.5,,"Not Significant","Not Adjusted",Extracted
2c0758f4403b,"The association of cardiovascular disease and other pre-existing comorbidities with COVID-19 mortality: A systematic review and meta-analysis",COPD,"RR 1.76",0.92,3.36,,"Not Significant","Not Adjusted",Extracted
39efea6d25d4,"The association of cardiovascular disease and other pre-existing comorbidities with COVID-19 mortality: A systematic review and meta-analysis",Cancer,"RR 1.93",1.15,3.24,,Significant,"Not Adjusted",Extracted
40bee18c252f,"The association of cardiovascular disease and other pre-existing comorbidities with COVID-19 mortality: A systematic review and meta-analysis",Hypertension,"RR 1.89",1.58,2.27,,Significant,"Not Adjusted",Extracted
6fee3534c793,"The association of cardiovascular disease and other pre-existing comorbidities with COVID-19 mortality: A systematic review and meta-analysis","Chronic kidney disease","RR 2.36",0.97,5.77,,"Not Significant","Not Adjusted",Extracted
700221bc580a,"The association of cardiovascular disease and other pre-existing comorbidities with COVID-19 mortality: A systematic review and meta-analysis","Heart Disease","RR 2.35",1.44,3.84,,Significant,"Not Adjusted",Extracted
7b1020d4df19,"The association of cardiovascular disease and other pre-existing comorbidities with COVID-19 mortality: A systematic review and meta-analysis",Diabetes,"RR 1.37",0.85,2.2,,"Not Significant","Not Adjusted",Extracted
8e0dd67adeff,"The association of cardiovascular disease and other pre-existing comorbidities with COVID-19 mortality: A systematic review and meta-analysis","Heart Failure","RR 2.66",1.58,4.48,,Significant,"Not Adjusted",Extracted
fc4347ce6237,"The association of cardiovascular disease and other pre-existing comorbidities with COVID-19 mortality: A systematic review and meta-analysis","Cerebrovascular disease","RR 2.72",0.9,8.21,,"Not Significant","Not Adjusted",Extracted
3fcfd412bf68,"The characteristics and death risk factors of 132 COVID-19 pneumonia patients with comorbidities: a retrospective single center analysis in Wuhan, China","Male gender","OR 0.51",5.99,0.38,,"Not Significant","Not Adjusted",Calculated
e3e63c57f324,"The characteristics and death risk factors of 132 COVID-19 pneumonia patients with comorbidities: a retrospective single center analysis in Wuhan, China","Heart Disease","OR 1.42",15.01,0.01,,Significant,"Not Adjusted",Calculated
fa0b4d325117,"The characteristics and death risk factors of 132 COVID-19 pneumonia patients with comorbidities: a retrospective single center analysis in Wuhan, China",Hypertension,"OR 0.42",6.24,0.48,,"Not Significant","Not Adjusted",Calculated
1b322bc8b438,"The Characteristics of 50 Hospitalized COVID-19 Patients With and Without ARDS",COPD,,,,,,,
22a7fd32c3b7,"The Characteristics of 50 Hospitalized COVID-19 Patients With and Without ARDS","Overweight or obese",,,,,,,
67d1a021886d,"The Characteristics of 50 Hospitalized COVID-19 Patients With and Without ARDS","Chronic respiratory diseases",,,,,,,
8faff124d844,"The Characteristics of 50 Hospitalized COVID-19 Patients With and Without ARDS","Male gender",,,,,,,
92ebd65d0282,"The Chronic Kidney Disease and Acute Kidney Injury Involvement in COVID-19 Pandemic: A Systematic Review and Meta-analysis","Chronic kidney disease",,,,,,,
6a5bb32a397c,"The clinical characteristics of COVID-19: a retrospective analysis of 104 patients from the outbreak on board the Diamond Princess cruise ship in Japan","Smoking Status",,,,,,,
848f50526d12,"The clinical characteristics of COVID-19: a retrospective analysis of 104 patients from the outbreak on board the Diamond Princess cruise ship in Japan","Smoking Status",,,,,,,
dae435fd1495,"The clinical characteristics of COVID-19: a retrospective analysis of 104 patients from the outbreak on board the Diamond Princess cruise ship in Japan","Heart Disease",,,,,,,
cd1ff9d5de63,"The clinical course and its correlated immune status in COVID-19 pneumonia","Male gender",,,,,,,
d03c9c5ca2d8,"The clinical course and its correlated immune status in COVID-19 pneumonia","Endocrine diseases",,,,,,,
437713991671,"The COVID-19 Pandemic: a Call to Action to Identify and Address Racial and Ethnic Disparities","Ethnicity_ Hispanic vs","OR 0.13",0.56,0.0,,Significant,"Not Adjusted",Calculated
50cb787f5507,"The COVID-19 Pandemic: a Call to Action to Identify and Address Racial and Ethnic Disparities","Race_ Black vs","OR 0.59",1.6,0.9,,"Not Significant","Not Adjusted",Calculated
801ecd9e65fd,"The impact of COPD and smoking history on the severity of COVIDâ€19: A systemic review and metaâ€analysis",COPD,"OR: 1.93",0.59,7.43,0.11,"Not Significant","Not Adjusted",Extracted
cefe3c4d6c5d,"The relationship of COVID-19 severity with cardiovascular disease and its traditional risk factors: A systematic review and meta-analysis","Smoking Status",,,,,,,
29c3edaf0777,"The role of comorbidities and clinical predictors of severe disease in COVID-19: a systematic review and meta-analysis Emails","Heart Disease",,,,,,,
2f1c0f8b6029,"The role of comorbidities and clinical predictors of severe disease in COVID-19: a systematic review and meta-analysis Emails",COPD,,,,,,,
47249053623b,"The role of comorbidities and clinical predictors of severe disease in COVID-19: a systematic review and meta-analysis Emails","Cerebrovascular disease",,,,,,,
4c739debc1b2,"The role of comorbidities and clinical predictors of severe disease in COVID-19: a systematic review and meta-analysis Emails",Hypertension,,,,,,,
67ed0debd94c,"The role of comorbidities and clinical predictors of severe disease in COVID-19: a systematic review and meta-analysis Emails","Immune system disorders",,,,,,,
7a35a967b7cd,"The role of comorbidities and clinical predictors of severe disease in COVID-19: a systematic review and meta-analysis Emails","Chronic liver disease",,,,,,,
9552714affdb,"The role of comorbidities and clinical predictors of severe disease in COVID-19: a systematic review and meta-analysis Emails","Chronic kidney disease",,,,,,,
d12a7aaf7c95,"The role of comorbidities and clinical predictors of severe disease in COVID-19: a systematic review and meta-analysis Emails",Diabetes,,,,,,,
04ae29def9b3,"The Use of Adjuvant Therapy in Preventing Progression to Severe Pneumonia in Patients with Coronavirus Disease 2019: A Multicenter Data Analysis","Male gender",,,,,,,
47fa6bb770e1,"The Use of Adjuvant Therapy in Preventing Progression to Severe Pneumonia in Patients with Coronavirus Disease 2019: A Multicenter Data Analysis",COPD,,,,,,,
5844a43e850a,"The Use of Adjuvant Therapy in Preventing Progression to Severe Pneumonia in Patients with Coronavirus Disease 2019: A Multicenter Data Analysis","Male gender",,,,,,,
cf7e19d0a42b,"The Use of Adjuvant Therapy in Preventing Progression to Severe Pneumonia in Patients with Coronavirus Disease 2019: A Multicenter Data Analysis","Heart Disease",,,,,,,
29edfdeea007,"Tobacco Induced Diseases COVID-19 and smoking: A systematic review of the evidence","Smoking Status",,,,,,,
f238a57f51ad,"Tobacco Induced Diseases COVID-19 and smoking: A systematic review of the evidence","Smoking Status",,,,,,,
0c75979372a8,"Type 1 and Type 2 diabetes and COVID-19 related mortality in England: a whole population study","Cerebrovascular disease","AOR 2.23",2.16,2.31,,Significant,Adjusted,Extracted
2ecda69bc764,"Type 1 and Type 2 diabetes and COVID-19 related mortality in England: a whole population study",Diabetes,"AOR 2.01",1.96,2.07,<0.01,Significant,Adjusted,Extracted
82a44926ff03,"Type 1 and Type 2 diabetes and COVID-19 related mortality in England: a whole population study","Race_ Black vs","AOR 1.73",1.63,1.83,<0.01,Significant,Adjusted,Extracted
ce1acb0fdef5,"Type 1 and Type 2 diabetes and COVID-19 related mortality in England: a whole population study","Race_ Other vs","AOR 1.12",1.03,1.23,0.01,Significant,Adjusted,Extracted
d5389dfedc62,"Type 1 and Type 2 diabetes and COVID-19 related mortality in England: a whole population study","Heart Disease","AOR 1.32",1.28,1.36,,Significant,Adjusted,Extracted
f7170a539a85,"Type 1 and Type 2 diabetes and COVID-19 related mortality in England: a whole population study","Race_ Asian vs","AOR 1.36",1.29,1.44,<0.01,Significant,Adjusted,Extracted
fed2d36e047c,"Type 1 and Type 2 diabetes and COVID-19 related mortality in England: a whole population study","Heart Failure","AOR 2.23",2.14,2.31,,Significant,Adjusted,Extracted
e21b64f5db1a,"Use of High Flow Nasal Therapy to Treat Moderate to Severe Hypoxemic Respiratory Failure in COVID-19","Chronic kidney disease",,,,,,,
38e42de44ffd,"Use of High Flow Nasal Therapy to Treat Moderate to Severe Hypoxemic Respiratory Failure in COVID-20","Heart Disease",,,,,,,
9f2c4c870c5d,"Use of High Flow Nasal Therapy to Treat Moderate to Severe Hypoxemic Respiratory Failure in COVID-21","Chronic respiratory diseases",,,,,,,
691d5f6f2199,"Use of High Flow Nasal Therapy to Treat Moderate to Severe Hypoxemic Respiratory Failure in COVID-22",Hypertension,,,,,,,
6fe835e2f100,"Use of High Flow Nasal Therapy to Treat Moderate to Severe Hypoxemic Respiratory Failure in COVID-23",Diabetes,,,,,,,
8c956a5c73a9,"Use of High Flow Nasal Therapy to Treat Moderate to Severe Hypoxemic Respiratory Failure in COVID-24","Male gender",,,,,,,
7cc85b88d401,"Venous and arterial thromboembolic complications in COVID-19 patients admitted to an academic hospital in Milan, Italy",Diabetes,,,,,,,
8ad9f687e4f1,"Venous and arterial thromboembolic complications in COVID-19 patients admitted to an academic hospital in Milan, Italy",Hypertension,,,,,,,
c3a3984ca687,"Well-aerated Lung on Admitting Chest CT to Predict Adverse Outcome in COVID-19 Pneumonia","Chronic respiratory diseases",,,,,,,
3e3e883db891,"Well-aerated Lung on Admitting Chest CT to Predict Adverse Outcome in COVID-19 Pneumonia.","Neurological disorders",,,,,,,
502b38112d9f,"Well-aerated Lung on Admitting Chest CT to Predict Adverse Outcome in COVID-19 Pneumonia.","Heart Disease",,,,,,,
6719df479738,"Well-aerated Lung on Admitting Chest CT to Predict Adverse Outcome in COVID-19 Pneumonia.",Cancer,,,,,,,
987b79139411,"Well-aerated Lung on Admitting Chest CT to Predict Adverse Outcome in COVID-19 Pneumonia.","Male gender",,,,,,,
a1aa49a5163e,"Well-aerated Lung on Admitting Chest CT to Predict Adverse Outcome in COVID-19 Pneumonia.","Heart Disease",,,,,,,
c5a0d190815f,"Well-aerated Lung on Admitting Chest CT to Predict Adverse Outcome in COVID-19 Pneumonia.","Chronic kidney disease",,,,,,,
ca408c5eff4d,"Well-aerated Lung on Admitting Chest CT to Predict Adverse Outcome in COVID-19 Pneumonia.","Smoking Status",,,,,,,
