resultID,studyName,riskFactorName,severity,severityLowerBound,severityUpperBound,severitypValue,severitySignificance,severityAdjusted,severityCalculated
bc42092353eb,"Supplementing the National Early Warning Score (NEWS2) for anticipating early deterioration among patients with COVID-19 infection",Asthma,"OR 1.21",0.69,2.1,0.51,,,
78f9c7eb96ba,"Suppressed T cell-mediated immunity in patients with COVID-19: a clinical retrospective study in Wuhan, China First Authors","Male gender","OR 2.20",1.16,4.17,0.02,Significant,"Not Adjusted",Calculated
824cbd9a2fe1,"Suppressed T cell-mediated immunity in patients with COVID-19: a clinical retrospective study in Wuhan, China First Authors","Cardio- and cerebrovascular disease","OR 5.26",1.89,14.64,<0.01,Significant,"Not Adjusted",Calculated
7da3a6fc4f5a,"Suspected myocardial injury in patients with COVID-19: Evidence from front-line clinical observation in Wuhan, China","Overweight or obese","OR 1.77",0.79,3.96,0.17,"Not Significant","Not Adjusted",Calculated
f50b9c6720a2,"Symptoms and Critical Illness Among Obstetric Patients With Coronavirus Disease 2019 (COVID-19) Infection.",Asthma,"OR 3.26",1.18,9.01,0.02,Significant,"Not Adjusted",Calculated
1367fa557629,"Systematic investigations of COVID-19 in 283 cancer patients",Cancer,OR=1.98,0.99,3.94,0.05,"Not Significant","Not Adjusted",Extracted
5647d57700f4,"Systematic investigations of COVID-19 in 283 cancer patients","Smoking Status",OR=1.61,0.83,3.1,0.16,"Not Significant","Not Adjusted",Extracted
962893eec2ce,"Systematic investigations of COVID-19 in 283 cancer patients","Cerebrovascular disease",OR=0.83,0.27,2.6,0.75,"Not Significant","Not Adjusted",Extracted
a56eb76bde66,"Systematic investigations of COVID-19 in 283 cancer patients","Chronic kidney disease",OR=0.78,0.16,3.78,0.76,"Not Significant","Not Adjusted",Extracted
c29c52ae361f,"Systematic investigations of COVID-19 in 283 cancer patients",Hypertension,OR=1.58,0.9,2.78,0.11,"Not Significant","Not Adjusted",Extracted
d0ccb49378c2,"Systematic investigations of COVID-19 in 283 cancer patients",Diabetes,OR=0.42,0.16,1.13,0.09,"Not Significant","Not Adjusted",Extracted
d4dc34703a58,"Systematic investigations of COVID-19 in 283 cancer patients","Chronic liver disease",OR=0.86,0.23,3.16,0.82,"Not Significant","Not Adjusted",Extracted
d93e23ff0633,"Systematic investigations of COVID-19 in 283 cancer patients",COPD,OR=2.26,0.88,5.77,0.09,"Not Significant","Not Adjusted",Extracted
eab1974824d7,"Systematic investigations of COVID-19 in 283 cancer patients","Heart Disease",OR=2.84,1.33,6.07,<0.05,Significant,"Not Adjusted",Extracted
19f02814d552,"Systematic review and meta-analysis of predictive symptoms and comorbidities for severe COVID-19 infection",COPD,"OR 17.8",6.56,48.2,<0.01,Significant,"Not Adjusted",Extracted
5187bbd8e701,"Systematic review and meta-analysis of predictive symptoms and comorbidities for severe COVID-19 infection",COPD,"OR 6.42",2.44,16.9,<0.01,Significant,"Not Adjusted",Extracted
006aca1f149d,"The Association Between Biomarkers and Clinical Outcomes in Novel Coronavirus (COVID-19) Pneumonia in a U.S. Cohort","Chronic kidney disease",,,,,,,
145f70cfc986,"The Association Between Biomarkers and Clinical Outcomes in Novel Coronavirus (COVID-19) Pneumonia in a U.S. Cohort","Heart Disease","OR: 1.9",1.3,3.0,,Significant,"Not Adjusted",Extracted
86a857316a01,"The Association Between Biomarkers and Clinical Outcomes in Novel Coronavirus (COVID-19) Pneumonia in a U.S. Cohort",Hypertension,"OR: 2.4",1.2,4.5,,Significant,"Not Adjusted",Extracted
a4745da0270f,"The Association Between Biomarkers and Clinical Outcomes in Novel Coronavirus (COVID-19) Pneumonia in a U.S. Cohort","Heart Disease","OR: 1.9",1.8,3.3,,Significant,"Not Adjusted",Extracted
eb567b10ed0d,"The Association Between Biomarkers and Clinical Outcomes in Novel Coronavirus (COVID-19) Pneumonia in a U.S. Cohort","Male gender","OR: 2.6",1.4,4.6,,Significant,"Not Adjusted",Extracted
242dfd4cdbfd,"The association of cardiovascular disease and other pre-existing comorbidities with COVID-19 mortality: A systematic review and meta-analysis","Chronic liver disease",,,,,,,
2c0758f4403b,"The association of cardiovascular disease and other pre-existing comorbidities with COVID-19 mortality: A systematic review and meta-analysis",COPD,,,,,,,
39efea6d25d4,"The association of cardiovascular disease and other pre-existing comorbidities with COVID-19 mortality: A systematic review and meta-analysis",Cancer,,,,,,,
40bee18c252f,"The association of cardiovascular disease and other pre-existing comorbidities with COVID-19 mortality: A systematic review and meta-analysis",Hypertension,,,,,,,
6fee3534c793,"The association of cardiovascular disease and other pre-existing comorbidities with COVID-19 mortality: A systematic review and meta-analysis","Chronic kidney disease",,,,,,,
700221bc580a,"The association of cardiovascular disease and other pre-existing comorbidities with COVID-19 mortality: A systematic review and meta-analysis","Heart Disease",,,,,,,
7b1020d4df19,"The association of cardiovascular disease and other pre-existing comorbidities with COVID-19 mortality: A systematic review and meta-analysis",Diabetes,,,,,,,
8e0dd67adeff,"The association of cardiovascular disease and other pre-existing comorbidities with COVID-19 mortality: A systematic review and meta-analysis","Heart Failure",,,,,,,
fc4347ce6237,"The association of cardiovascular disease and other pre-existing comorbidities with COVID-19 mortality: A systematic review and meta-analysis","Cerebrovascular disease",,,,,,,
3fcfd412bf68,"The characteristics and death risk factors of 132 COVID-19 pneumonia patients with comorbidities: a retrospective single center analysis in Wuhan, China","Male gender",,,,,,,
e3e63c57f324,"The characteristics and death risk factors of 132 COVID-19 pneumonia patients with comorbidities: a retrospective single center analysis in Wuhan, China","Heart Disease",,,,,,,
fa0b4d325117,"The characteristics and death risk factors of 132 COVID-19 pneumonia patients with comorbidities: a retrospective single center analysis in Wuhan, China",Hypertension,,,,,,,
1b322bc8b438,"The Characteristics of 50 Hospitalized COVID-19 Patients With and Without ARDS",COPD,"OR 1.4",0.37,5.37,0.62,"Not Significant","Not Adjusted",Calculated
22a7fd32c3b7,"The Characteristics of 50 Hospitalized COVID-19 Patients With and Without ARDS","Overweight or obese","OR 2.82",0.84,9.51,0.09,"Not Significant","Not Adjusted",Calculated
67d1a021886d,"The Characteristics of 50 Hospitalized COVID-19 Patients With and Without ARDS","Chronic respiratory diseases","OR 1.91",0.62,5.88,0.26,"Not Significant","Not Adjusted",Calculated
8faff124d844,"The Characteristics of 50 Hospitalized COVID-19 Patients With and Without ARDS","Male gender","OR 0.74",0.23,2.39,0.62,"Not Significant","Not Adjusted",Calculated
92ebd65d0282,"The Chronic Kidney Disease and Acute Kidney Injury Involvement in COVID-19 Pandemic: A Systematic Review and Meta-analysis","Chronic kidney disease","OR 3.28",2.0,5.37,,Significant,"Not Adjusted",Extracted
6a5bb32a397c,"The clinical characteristics of COVID-19: a retrospective analysis of 104 patients from the outbreak on board the Diamond Princess cruise ship in Japan","Smoking Status","OR 2.06",0.61,6.93,0.25,"Not Significant","Not Adjusted",Calculated
848f50526d12,"The clinical characteristics of COVID-19: a retrospective analysis of 104 patients from the outbreak on board the Diamond Princess cruise ship in Japan","Smoking Status","OR: 2.06",0.61,6.93,0.25,"Not Significant","Not Adjusted",Calculated
dae435fd1495,"The clinical characteristics of COVID-19: a retrospective analysis of 104 patients from the outbreak on board the Diamond Princess cruise ship in Japan","Heart Disease","OR: 1.88",0.68,5.23,0.23,"Not Significant","Not Adjusted",Calculated
cd1ff9d5de63,"The clinical course and its correlated immune status in COVID-19 pneumonia","Male gender","OR: 2.56",1.41,4.65,<0.01,Significant,"Not Adjusted",Calculated
d03c9c5ca2d8,"The clinical course and its correlated immune status in COVID-19 pneumonia","Endocrine diseases","OR: 2.66",1.04,6.76,0.04,Significant,"Not Adjusted",Calculated
437713991671,"The COVID-19 Pandemic: a Call to Action to Identify and Address Racial and Ethnic Disparities","Ethnicity_ Hispanic vs",,,,,,,
50cb787f5507,"The COVID-19 Pandemic: a Call to Action to Identify and Address Racial and Ethnic Disparities","Race_ Black vs",,,,,,,
801ecd9e65fd,"The impact of COPD and smoking history on the severity of COVIDâ€19: A systemic review and metaâ€analysis",COPD,"OR: 4.38",2.34,8.2,0.08,"Not Significant","Not Adjusted",Extracted
cefe3c4d6c5d,"The relationship of COVID-19 severity with cardiovascular disease and its traditional risk factors: A systematic review and meta-analysis","Smoking Status","RR 1.77",0.78,4.02,,"Not Significant","Not Adjusted",Extracted
29c3edaf0777,"The role of comorbidities and clinical predictors of severe disease in COVID-19: a systematic review and meta-analysis Emails","Heart Disease","OR 2.44",1.64,3.63,,Significant,"Not Adjusted",Extracted
2f1c0f8b6029,"The role of comorbidities and clinical predictors of severe disease in COVID-19: a systematic review and meta-analysis Emails",COPD,"OR 4.07",2.3,7.22,,Significant,"Not Adjusted",Extracted
47249053623b,"The role of comorbidities and clinical predictors of severe disease in COVID-19: a systematic review and meta-analysis Emails","Cerebrovascular disease","OR 3.94",0.88,17.59,,"Not Significant","Not Adjusted",Extracted
4c739debc1b2,"The role of comorbidities and clinical predictors of severe disease in COVID-19: a systematic review and meta-analysis Emails",Hypertension,"OR 2.35",1.83,3.02,,Significant,"Not Adjusted",Extracted
67ed0debd94c,"The role of comorbidities and clinical predictors of severe disease in COVID-19: a systematic review and meta-analysis Emails","Immune system disorders","OR 1.08",0.18,6.26,,"Not Significant","Not Adjusted",Extracted
7a35a967b7cd,"The role of comorbidities and clinical predictors of severe disease in COVID-19: a systematic review and meta-analysis Emails","Chronic liver disease","OR 1.25",0.35,4.41,,"Not Significant","Not Adjusted",Extracted
9552714affdb,"The role of comorbidities and clinical predictors of severe disease in COVID-19: a systematic review and meta-analysis Emails","Chronic kidney disease","OR 6.38",3.23,12.59,,Significant,"Not Adjusted",Extracted
d12a7aaf7c95,"The role of comorbidities and clinical predictors of severe disease in COVID-19: a systematic review and meta-analysis Emails",Diabetes,"OR 3.54",1.79,7.01,,Significant,"Not Adjusted",Extracted
04ae29def9b3,"The Use of Adjuvant Therapy in Preventing Progression to Severe Pneumonia in Patients with Coronavirus Disease 2019: A Multicenter Data Analysis","Male gender","OR 1.06",1.04,1.08,<0.01,Significant,"Not Adjusted",Extracted
47fa6bb770e1,"The Use of Adjuvant Therapy in Preventing Progression to Severe Pneumonia in Patients with Coronavirus Disease 2019: A Multicenter Data Analysis",COPD,"OR: 10.46",3.76,29.1,<0.01,Significant,"Not Adjusted",Calculated
5844a43e850a,"The Use of Adjuvant Therapy in Preventing Progression to Severe Pneumonia in Patients with Coronavirus Disease 2019: A Multicenter Data Analysis","Male gender","AOR 1.05",1.03,1.07,<0.01,Significant,Adjusted,Extracted
cf7e19d0a42b,"The Use of Adjuvant Therapy in Preventing Progression to Severe Pneumonia in Patients with Coronavirus Disease 2019: A Multicenter Data Analysis","Heart Disease","OR: 2.85",1.08,7.56,0.04,Significant,"Not Adjusted",Extracted
29edfdeea007,"Tobacco Induced Diseases COVID-19 and smoking: A systematic review of the evidence","Smoking Status","RR 2.4",1.43,4.04,,Significant,"Not Adjusted",Extracted
f238a57f51ad,"Tobacco Induced Diseases COVID-19 and smoking: A systematic review of the evidence","Smoking Status","RR 1.4",0.98,2.0,,"Not Significant","Not Adjusted",Extracted
0c75979372a8,"Type 1 and Type 2 diabetes and COVID-19 related mortality in England: a whole population study","Cerebrovascular disease",,,,,,,
2ecda69bc764,"Type 1 and Type 2 diabetes and COVID-19 related mortality in England: a whole population study",Diabetes,,,,,,,
82a44926ff03,"Type 1 and Type 2 diabetes and COVID-19 related mortality in England: a whole population study","Race_ Black vs",,,,,,,
ce1acb0fdef5,"Type 1 and Type 2 diabetes and COVID-19 related mortality in England: a whole population study","Race_ Other vs",,,,,,,
d5389dfedc62,"Type 1 and Type 2 diabetes and COVID-19 related mortality in England: a whole population study","Heart Disease",,,,,,,
f7170a539a85,"Type 1 and Type 2 diabetes and COVID-19 related mortality in England: a whole population study","Race_ Asian vs",,,,,,,
fed2d36e047c,"Type 1 and Type 2 diabetes and COVID-19 related mortality in England: a whole population study","Heart Failure",,,,,,,
e21b64f5db1a,"Use of High Flow Nasal Therapy to Treat Moderate to Severe Hypoxemic Respiratory Failure in COVID-19","Chronic kidney disease","OR 1.72",0.57,5.2,0.34,"Not Significant","Not Adjusted",Calculated
38e42de44ffd,"Use of High Flow Nasal Therapy to Treat Moderate to Severe Hypoxemic Respiratory Failure in COVID-20","Heart Disease","OR 1.54",0.6,3.96,0.37,"Not Significant","Not Adjusted",Calculated
9f2c4c870c5d,"Use of High Flow Nasal Therapy to Treat Moderate to Severe Hypoxemic Respiratory Failure in COVID-21","Chronic respiratory diseases","OR 1.79",0.76,4.24,0.19,"Not Significant","Not Adjusted",Calculated
691d5f6f2199,"Use of High Flow Nasal Therapy to Treat Moderate to Severe Hypoxemic Respiratory Failure in COVID-22",Hypertension,"OR 2.21",0.97,4.99,0.06,"Not Significant","Not Adjusted",Calculated
6fe835e2f100,"Use of High Flow Nasal Therapy to Treat Moderate to Severe Hypoxemic Respiratory Failure in COVID-23",Diabetes,"OR 0.92",0.39,2.16,0.84,"Not Significant","Not Adjusted",Calculated
8c956a5c73a9,"Use of High Flow Nasal Therapy to Treat Moderate to Severe Hypoxemic Respiratory Failure in COVID-24","Male gender","OR 1.27",0.57,2.86,0.56,"Not Significant","Not Adjusted",Calculated
7cc85b88d401,"Venous and arterial thromboembolic complications in COVID-19 patients admitted to an academic hospital in Milan, Italy",Diabetes,"OR 0.71",0.35,1.44,0.35,,,
8ad9f687e4f1,"Venous and arterial thromboembolic complications in COVID-19 patients admitted to an academic hospital in Milan, Italy",Hypertension,"OR 0.87",0.5,1.51,0.62,,,
c3a3984ca687,"Well-aerated Lung on Admitting Chest CT to Predict Adverse Outcome in COVID-19 Pneumonia","Chronic respiratory diseases","OR 1.56",0.79,3.1,0.2,,,
3e3e883db891,"Well-aerated Lung on Admitting Chest CT to Predict Adverse Outcome in COVID-19 Pneumonia.","Neurological disorders","OR 2.00",1.0,4.0,0.05,,,
502b38112d9f,"Well-aerated Lung on Admitting Chest CT to Predict Adverse Outcome in COVID-19 Pneumonia.","Heart Disease","AOR 3.7",1.9,7.3,<0.01,,,
6719df479738,"Well-aerated Lung on Admitting Chest CT to Predict Adverse Outcome in COVID-19 Pneumonia.",Cancer,"OR 3.55",1.62,7.79,0,,,
987b79139411,"Well-aerated Lung on Admitting Chest CT to Predict Adverse Outcome in COVID-19 Pneumonia.","Male gender","OR 0.91",0.51,1.65,0.76,,,
a1aa49a5163e,"Well-aerated Lung on Admitting Chest CT to Predict Adverse Outcome in COVID-19 Pneumonia.","Heart Disease","OR 3.8",2.2,6.7,<0.01,,,
c5a0d190815f,"Well-aerated Lung on Admitting Chest CT to Predict Adverse Outcome in COVID-19 Pneumonia.","Chronic kidney disease","OR 5.2",1.4,18.9,0.01,,,
ca408c5eff4d,"Well-aerated Lung on Admitting Chest CT to Predict Adverse Outcome in COVID-19 Pneumonia.","Smoking Status","OR 2.52",1.01,6.28,0.05,,,
a46b7fc4759d,"When a nephrology ward becomes a COVID-19 ward: the Cremona experience","Chronic kidney disease",,,,,,,
